10,46,2018-09-24T17:58:35.961
10,34,2018-09-24T17:58:37.230
17,34,2018-09-24T17:58:39.776
17,44,2018-09-24T17:58:41.237
5,44,2018-09-24T17:58:42.841
5,54,2018-09-24T17:58:46.307
